cve_id,published_date,last_modified_date,description,cvss_score
CVE-1999-1325,1999-12-31T05:00:00.000,2017-10-10T01:29:05.717,"SAS System 5.18 on VAX/VMS is installed with insecure permissions for its directories and startup file, which allows local users to gain privileges.",7.2
CVE-1999-1327,1999-12-31T05:00:00.000,2016-10-18T02:02:56.427,Buffer overflow in linuxconf 1.11r11-rh2 on Red Hat Linux 5.1 allows local users to gain root privileges via a long LANG environmental variable.,7.2
CVE-1999-1328,1999-12-31T05:00:00.000,2016-10-18T02:02:57.727,linuxconf before 1.11.r11-rh3 on Red Hat Linux 5.1 allows local users to overwrite arbitrary files and gain root access via a symlink attack.,7.2
CVE-1999-1329,1999-12-31T05:00:00.000,2008-09-10T19:01:43.993,Buffer overflow in SysVInit in Red Hat Linux 5.1 and earlier allows local users to gain privileges.,7.2
CVE-1999-1330,1999-12-31T05:00:00.000,2016-10-18T02:02:59.320,"The snprintf function in the db library 1.85.4 ignores the size parameter, which could allow attackers to exploit buffer overflows that would be prevented by a properly implemented snprintf.",4.6
CVE-1999-1331,1999-12-31T05:00:00.000,2008-09-10T19:01:44.337,"netcfg 2.16-1 in Red Hat Linux 4.2 allows the Ethernet interface to be controlled by users on reboot when an option is set, which allows local users to cause a denial of service by shutting down the interface.",2.1
CVE-1999-1332,1999-12-31T05:00:00.000,2016-10-18T02:03:00.600,gzexe in the gzip package on Red Hat Linux 5.0 and earlier allows local users to overwrite files of other users via a symlink attack on a temporary file.,2.1
CVE-1999-1333,1999-12-31T05:00:00.000,2016-10-18T02:03:01.773,automatic download option in ncftp 2.4.2 FTP client in Red Hat Linux 5.0 and earlier allows remote attackers to execute arbitrary commands via shell metacharacters in the names of files that are to be downloaded.,7.5
CVE-1999-1334,1999-12-31T05:00:00.000,2016-10-18T02:03:02.993,"Multiple buffer overflows in filter command in Elm 2.4 allows attackers to execute arbitrary commands via (1) long From: headers, (2) long Reply-To: headers, or (3) via a long -f (filterfile) command line argument.",7.5
CVE-1999-1335,1999-12-31T05:00:00.000,2017-10-10T01:29:05.857,snmpd server in cmu-snmp SNMP package before 3.3-1 in Red Hat Linux 4.0 is configured to allow remote attackers to read and write sensitive information.,6.4
CVE-1999-1339,1999-12-31T05:00:00.000,2016-10-18T02:03:07.960,"Vulnerability when Network Address Translation (NAT) is enabled in Linux 2.2.10 and earlier with ipchains, or FreeBSD 3.2 with ipfw, allows remote attackers to cause a denial of service (kernel panic) via a ping -R (record route) command.",5.0
CVE-1999-1355,1999-12-31T05:00:00.000,2017-12-19T02:29:07.800,"BMC Patrol component, when installed with Compaq Insight Management Agent 4.23 and earlier, or Management Agents for Servers 4.40 and earlier, creates a PFCUser account with a default password and potentially dangerous privileges.",7.5
CVE-1999-1358,1999-12-31T05:00:00.000,2008-09-05T20:19:19.993,"When an administrator in Windows NT or Windows 2000 changes a user policy, the policy is not properly updated if the local ntconfig.pol is not writable by the user, which could allow local users to bypass restrictions that would otherwise be enforced by the policy, possibly by changing the policy file to be read-only.",4.6
CVE-1999-1359,1999-12-31T05:00:00.000,2008-09-05T20:19:20.133,"When the Ntconfig.pol file is used on a server whose name is longer than 13 characters, Windows NT does not properly enforce policies for global groups, which could allow users to bypass restrictions that were intended by those policies.",7.5
CVE-1999-1360,1999-12-31T05:00:00.000,2008-09-05T20:19:20.273,"Windows NT 4.0 allows local users to cause a denial of service via a user mode application that closes a handle that was opened in kernel mode, which causes a crash when the kernel attempts to close the handle.",2.1
CVE-1999-1362,1999-12-31T05:00:00.000,2008-09-05T20:19:20.540,Win32k.sys in Windows NT 4.0 before SP2 allows local users to cause a denial of service (crash) by calling certain WIN32K functions with incorrect parameters.,2.1
CVE-1999-1363,1999-12-31T05:00:00.000,2008-09-05T20:19:20.680,"Windows NT 3.51 and 4.0 allow local users to cause a denial of service (crash) by running a program that creates a large number of locks on a file, which exhausts the NonPagedPool.",2.1
CVE-1999-1364,1999-12-31T05:00:00.000,2008-09-05T20:19:20.820,Windows NT 4.0 allows local users to cause a denial of service (crash) via an illegal kernel mode address to the functions (1) GetThreadContext or (2) SetThreadContext.,2.1
CVE-1999-1379,1999-12-31T05:00:00.000,2016-10-18T02:03:48.343,"DNS allows remote attackers to use DNS name servers as traffic amplifiers via a UDP DNS query with a spoofed source address, which produces more traffic to the victim than was sent by the attacker.",5.0
CVE-1999-1382,1999-12-31T05:00:00.000,2016-10-18T02:03:50.750,"NetWare NFS mode 1 and 2 implements the ""Read Only"" flag in Unix by changing the ownership of a file to root, which allows local users to gain root privileges by creating a setuid program and setting it to ""Read Only,"" which NetWare-NFS changes to a setuid root program.",7.2
CVE-1999-1386,1999-12-31T05:00:00.000,2024-01-26T16:54:30.487,"Perl 5.004_04 and earlier follows symbolic links when running with the -e option, which allows local users to overwrite arbitrary files via a symlink attack on the /tmp/perl-eaXXXXX file.",2.1
CVE-1999-1444,1999-12-31T05:00:00.000,2008-09-10T19:01:57.353,"genkey utility in Alibaba 2.0 generates RSA key pairs with an exponent of 1, which results in transactions that are sent in cleartext.",5.0
CVE-1999-1451,1999-12-31T05:00:00.000,2018-10-12T21:29:23.793,The Winmsdp.exe sample file in IIS 4.0 and Site Server 3.0 allows remote attackers to read arbitrary files.,5.0
CVE-1999-1452,1999-12-31T05:00:00.000,2017-10-10T01:29:06.013,GINA in Windows NT 4.0 allows attackers with physical access to display a portion of the clipboard of the user who has locked the workstation by pasting (CTRL-V) the contents into the username prompt.,2.1
CVE-1999-1455,1999-12-31T05:00:00.000,2017-10-10T01:29:06.060,"RSH service utility RSHSVC in Windows NT 3.5 through 4.0 does not properly restrict access as specified in the .Rhosts file when a user comes from an authorized host, which could allow unauthorized users to access the service by logging in from an authorized host.",7.5
CVE-1999-1456,1999-12-31T05:00:00.000,2017-10-10T01:29:06.123,thttpd HTTP server 2.03 and earlier allows remote attackers to read arbitrary files via a GET request with more than one leading / (slash) character in the filename.,5.0
CVE-1999-1462,1999-12-31T05:00:00.000,2018-11-29T15:44:57.647,Vulnerability in bb-hist.sh CGI History module in Big Brother 1.09b and 1.09c allows remote attackers to read portions of arbitrary files.,5.0
CVE-1999-1464,1999-12-31T05:00:00.000,2017-12-19T02:29:08.267,"Vulnerability in Cisco IOS 11.1CC and 11.1CT with distributed fast switching (DFS) enabled allows remote attackers to bypass certain access control lists when the router switches traffic from a DFS-enabled interface to an interface that does not have DFS enabled, as described by Cisco bug CSCdk35564.",7.5
CVE-1999-1465,1999-12-31T05:00:00.000,2017-12-19T02:29:08.330,"Vulnerability in Cisco IOS 11.1 through 11.3 with distributed fast switching (DFS) enabled allows remote attackers to bypass certain access control lists when the router switches traffic from a DFS-enabled input interface to an output interface with a logical subinterface, as described by Cisco bug CSCdk43862.",7.5
CVE-1999-1472,1999-12-31T05:00:00.000,2021-07-22T13:53:45.333,"Internet Explorer 4.0 allows remote attackers to read arbitrary text and HTML files on the user's machine via a small IFRAME that uses Dynamic HTML (DHTML) to send the data to the attacker, aka the Freiburg text-viewing issue.",5.0
CVE-1999-1473,1999-12-31T05:00:00.000,2021-07-22T13:53:45.333,"When a Web site redirects the browser to another site, Internet Explorer 3.02 and 4.0 automatically resends authentication information to the second site, aka the ""Page Redirect Issue.""",5.0
CVE-1999-1474,1999-12-31T05:00:00.000,2017-12-19T02:29:08.517,"PowerPoint 95 and 97 allows remote attackers to cause an application to be run automatically without prompting the user, possibly through the slide show, when the document is opened in browsers such as Internet Explorer.",7.5
CVE-1999-1476,1999-12-31T05:00:00.000,2017-10-10T01:29:06.233,"A bug in Intel Pentium processor (MMX and Overdrive) allows local users to cause a denial of service (hang) in Intel-based operating systems such as Windows NT and Windows 95, via an invalid instruction, aka the ""Invalid Operand with Locked CMPXCHG8B Instruction"" problem.",2.1
CVE-1999-1481,1999-12-31T05:00:00.000,2017-10-10T01:29:06.343,"Squid 2.2.STABLE5 and below, when using external authentication, allows attackers to bypass access controls via a newline in the user/password pair.",5.0
CVE-1999-1488,1999-12-31T05:00:00.000,2008-09-05T20:19:38.710,sdrd daemon in IBM SP2 System Data Repository (SDR) allows remote attackers to read files without authentication.,5.0
CVE-1999-1512,1999-12-31T05:00:00.000,2017-10-10T01:29:06.607,The AMaViS virus scanner 0.2.0-pre4 and earlier allows remote attackers to execute arbitrary commands as root via an infected mail message with shell metacharacters in the reply-to field.,10.0
CVE-1999-1584,1999-12-31T05:00:00.000,2008-09-05T20:19:52.490,"Unknown vulnerability in (1) loadmodule, and (2) modload if modload is installed with setuid/setgid privileges, in SunOS 4.1.1 through 4.1.3c, and Open Windows 3.0, allows local users to gain root privileges via environment variables, a different vulnerability than CVE-1999-1586.",10.0
CVE-1999-1585,1999-12-31T05:00:00.000,2018-10-30T16:25:12.013,"The (1) rcS and (2) mountall programs in Sun Solaris 2.x, possibly before 2.4, start a privileged shell on the system console if fsck fails while the system is booting, which allows attackers with physical access to gain root privileges.",7.2
CVE-1999-1586,1999-12-31T05:00:00.000,2017-07-11T01:29:01.993,"loadmodule in SunOS 4.1.x, as used by xnews, does not properly sanitize its environment, which allows local users to gain privileges, a different vulnerability than CVE-1999-1584.",7.2
CVE-1999-1587,1999-12-31T05:00:00.000,2018-10-30T16:25:37.090,"/usr/ucb/ps in Sun Microsystems Solaris 8 and 9, and certain earlier releases, allows local users to view the environment variables and values of arbitrary processes via the -e option.",2.1
CVE-1999-1588,1999-12-31T05:00:00.000,2008-09-05T20:19:53.067,"Buffer overflow in nlps_server in Sun Solaris x86 2.4, 2.5, and 2.5.1 allows remote attackers to execute arbitrary code as root via a long string beginning with ""NLPS:002:002:"" to the listen (aka System V listener) port, TCP port 2766.",10.0
CVE-1999-1589,1999-12-31T05:00:00.000,2008-09-05T04:00:00.000,Unspecified vulnerability in crontab in IBM AIX 3.2 allows local users to gain root privileges via unknown attack vectors.,7.2
CVE-1999-1590,1999-12-31T05:00:00.000,2008-09-05T20:19:53.367,"Directory traversal vulnerability in Muhammad A. Muquit wwwcount (Count.cgi) 2.3 allows remote attackers to read arbitrary GIF files via "".."" sequences in the image parameter, a different vulnerability than CVE-1999-0021.",3.5
CVE-1999-1591,1999-12-31T05:00:00.000,2008-09-05T20:19:53.507,"Microsoft Internet Information Services (IIS) server 4.0 SP4, without certain hotfixes released for SP4, does not require authentication credentials under certain conditions, which allows remote attackers to bypass authentication requirements, as demonstrated by connecting via Microsoft Visual InterDev 6.0.",7.5
CVE-1999-1592,1999-12-31T05:00:00.000,2008-09-05T20:19:53.647,"Multiple unspecified vulnerabilities in sendmail 5, as installed on Sun SunOS 4.1.3_U1 and 4.1.4, have unspecified attack vectors and impact.  NOTE: this might overlap CVE-1999-0129.",7.5
CVE-2000-0011,1999-12-31T05:00:00.000,2008-09-10T19:02:18.807,Buffer overflow in AnalogX SimpleServer:WWW HTTP server allows remote attackers to execute commands via a long GET request.,7.5
CVE-2000-0013,1999-12-31T05:00:00.000,2008-09-10T19:02:18.947,"IRIX soundplayer program allows local users to gain privileges by including shell metacharacters in a .wav file, which is executed via the midikeys program.",7.2
CVE-2000-0015,1999-12-31T05:00:00.000,2008-09-10T19:02:19.087,CascadeView TFTP server allows local users to gain privileges via a symlink attack.,4.6
CVE-1999-0964,2000-01-01T05:00:00.000,2008-09-09T12:36:15.367,Buffer overflow in FreeBSD setlocale in the libc module allows attackers to execute arbitrary code via a long PATH_LOCALE environment variable.,7.2
CVE-2000-0069,2000-01-01T05:00:00.000,2022-08-17T10:15:20.113,The recover program in Solstice Backup allows local users to restore sensitive files.,2.1
CVE-2000-0120,2000-01-01T05:00:00.000,2018-05-03T01:29:06.350,The Remote Access Service invoke.cfm template in Allaire Spectra 1.0 allows users to bypass authentication via the bAuthenticated parameter.,7.5
CVE-2000-0077,2000-01-02T05:00:00.000,2018-05-03T01:29:06.067,The October 1998 version of the HP-UX aserver program allows local users to gain privileges by specifying an alternate PATH which aserver uses to find the ps and grep commands.,7.2
CVE-2000-0078,2000-01-02T05:00:00.000,2018-05-03T01:29:06.147,The June 1999 version of the HP-UX aserver program allows local users to gain privileges by specifying an alternate PATH which aserver uses to find the awk command.,7.2
CVE-2000-0082,2000-01-02T05:00:00.000,2023-11-07T01:55:12.657,WebTV email client allows remote attackers to force the client to send email without the user's knowledge via HTML.,5.0
CVE-1999-0735,2000-01-04T05:00:00.000,2008-09-09T12:35:18.883,KDE K-Mail allows local users to gain privileges via a symlink attack in temporary user directories.,4.6
CVE-1999-0744,2000-01-04T05:00:00.000,2008-09-05T20:17:52.527,Buffer overflow in Netscape Enterprise Server and FastTrask Server allows remote attackers to gain privileges via a long HTTP GET request.,7.5
CVE-1999-0876,2000-01-04T05:00:00.000,2023-11-07T01:55:04.120,Buffer overflow in Internet Explorer 4.0 via EMBED tag.,10.0
CVE-1999-0894,2000-01-04T05:00:00.000,2022-08-17T10:15:15.077,"Red Hat Linux screen program does not use Unix98 ptys, allowing local users to write to other terminals.",10.0
CVE-2000-0049,2000-01-04T05:00:00.000,2008-09-10T19:02:25.867,Buffer overflow in Winamp client allows remote attackers to execute commands via a long entry in a .pls file.,7.2
CVE-2000-0050,2000-01-04T05:00:00.000,2008-09-10T19:02:26.133,The Allaire Spectra Webtop allows authenticated users to access other Webtop sections by specifying explicit URLs.,4.6
CVE-2000-0051,2000-01-04T05:00:00.000,2008-09-10T19:02:26.210,The Allaire Spectra Configuration Wizard allows remote attackers to cause a denial of service by repeatedly resubmitting data collections for indexing via a URL.,5.0
CVE-2000-0052,2000-01-04T05:00:00.000,2008-09-10T19:02:40.897,Red Hat userhelper program in the usermode package allows local users to gain root access via PAM and a .. (dot dot) attack.,7.2
CVE-2000-0053,2000-01-04T05:00:00.000,2023-11-07T01:55:12.263,Microsoft Commercial Internet System (MCIS) IMAP server allows remote attackers to cause a denial of service via a malformed IMAP request.,7.5
CVE-2000-0057,2000-01-04T05:00:00.000,2008-09-10T19:02:41.353,"Cold Fusion CFCACHE tag places temporary cache files within the web document root, allowing remote attackers to obtain sensitive system information.",7.5
CVE-2000-0059,2000-01-04T05:00:00.000,2008-09-10T19:02:41.507,"PHP3 with safe_mode enabled does not properly filter shell metacharacters from commands that are executed by popen, which could allow remote attackers to execute commands.",10.0
CVE-2000-0062,2000-01-04T05:00:00.000,2023-11-07T01:55:12.370,The DTML implementation in the Z Object Publishing Environment (Zope) allows remote attackers to conduct unauthorized activities.,10.0
CVE-2000-0085,2000-01-04T05:00:00.000,2022-08-17T10:15:20.760,"Hotmail does not properly filter JavaScript code from a user's mailbox, which allows a remote attacker to execute code via the LOWSRC or DYNRC parameters in the IMG tag.",7.5
CVE-2000-0056,2000-01-05T05:00:00.000,2008-09-10T19:02:41.290,IMail IMONITOR status.cgi CGI script allows remote attackers to cause a denial of service with many calls to status.cgi.,5.0
CVE-2000-0058,2000-01-05T05:00:00.000,2008-09-10T19:02:41.430,"Network HotSync program in Handspring Visor does not have authentication, which allows remote attackers to retrieve email and files.",5.0
CVE-2000-0044,2000-01-06T05:00:00.000,2008-09-10T19:02:25.023,Macros in War FTP 1.70 and 1.67b2 allow local or remote attackers to read arbitrary files or execute commands.,10.0
CVE-2000-0055,2000-01-06T05:00:00.000,2018-10-30T16:26:22.763,Buffer overflow in Solaris chkperm command allows local users to gain root access via a long -n option.,7.2
CVE-2000-0084,2000-01-06T05:00:00.000,2022-08-17T10:15:20.610,CuteFTP uses weak encryption to store password information in its tree.dat file.,5.0
CVE-2000-0061,2000-01-07T05:00:00.000,2021-07-23T12:19:37.643,"Internet Explorer 5 does not modify the security zone for a document that is being loaded into a window until after the document has been loaded, which could allow remote attackers to execute Javascript in a different security context while the document is loading.",10.0
CVE-2000-1220,2000-01-08T05:00:00.000,2017-07-11T01:29:03.210,"The line printer daemon (lpd) in the lpr package in multiple Linux operating systems allows local users to gain root privileges by causing sendmail to execute with arbitrary command line arguments, as demonstrated using the -C option to specify a configuration file.",10.0
CVE-2000-1221,2000-01-08T05:00:00.000,2017-07-11T01:29:03.290,"The line printer daemon (lpd) in the lpr package in multiple Linux operating systems authenticates by comparing the reverse-resolved hostname of the local machine to the hostname of the print server as returned by gethostname, which allows remote attackers to bypass intended access controls by modifying the DNS for the attacking IP.",10.0
CVE-2000-0046,2000-01-10T05:00:00.000,2008-09-10T19:02:25.163,Buffer overflow in ICQ 99b 1.1.1.1 client allows remote attackers to execute commands via a malformed URL within an ICQ message.,7.5
CVE-2000-0080,2000-01-10T05:00:00.000,2016-10-18T02:06:23.977,AIX techlibss allows local users to overwrite files via a symlink attack.,2.1
CVE-2000-0081,2000-01-10T05:00:00.000,2022-08-17T10:15:20.450,"Hotmail does not properly filter JavaScript code from a user's mailbox, which allows a remote attacker to execute the code by using hexadecimal codes to specify the javascript: protocol, e.g. j&#x41;vascript.",10.0
CVE-2000-0045,2000-01-11T05:00:00.000,2019-10-07T16:38:58.470,MySQL allows local users to modify passwords for arbitrary MySQL users via the GRANT privilege.,6.4
CVE-2000-0067,2000-01-11T05:00:00.000,2022-08-17T10:15:19.940,CyberCash Merchant Connection Kit (MCK) allows local users to modify files via a symlink attack.,2.1
CVE-2000-0071,2000-01-11T05:00:00.000,2018-10-30T16:25:10.357,IIS 4.0 allows a remote attacker to obtain the real pathname of the document root by requesting non-existent files with .ida or .idq extensions.,5.0
CVE-2000-0074,2000-01-11T05:00:00.000,2022-08-17T10:15:20.287,PowerScripts PlusMail CGI program allows remote attackers to execute commands via a password file with improper permissions.,7.5
CVE-1999-1002,2000-01-12T05:00:00.000,2016-10-18T02:00:04.213,Netscape Navigator uses weak encryption for storing a user's Netscape mail password.,5.0
CVE-2000-0048,2000-01-12T05:00:00.000,2008-09-10T19:02:25.807,get_it program in Corel Linux Update allows local users to gain root access by specifying an alternate PATH for the cp program.,7.2
CVE-2000-0070,2000-01-12T05:00:00.000,2023-11-07T01:55:12.467,"NtImpersonateClientOfPort local procedure call in Windows NT 4.0 allows local users to gain privileges, aka ""Spoofed LPC Port Request.""",7.2
CVE-2000-0087,2000-01-12T05:00:00.000,2016-10-18T02:06:25.167,"Netscape Mail Notification (nsnotify) utility in Netscape Communicator uses IMAP without SSL, even if the user has set a preference for Communicator to use an SSL connection, allowing a remote attacker to sniff usernames and passwords in plaintext.",5.0
CVE-2000-0066,2000-01-13T05:00:00.000,2022-08-17T10:15:19.787,WebSite Pro allows remote attackers to determine the real pathname of webdirectories via a malformed URL request.,5.0
CVE-2000-0075,2000-01-13T05:00:00.000,2008-09-10T19:02:42.993,"Super Mail Transfer Package (SMTP), later called MsgCore, has a memory leak which allows remote attackers to cause a denial of service by repeating multiple HELO, MAIL FROM, RCPT TO, and DATA commands in the same session.",5.0
CVE-2000-0063,2000-01-17T05:00:00.000,2008-09-10T19:02:41.913,cgiproc CGI script in Nortel Contivity HTTP server allows remote attackers to read arbitrary files by specifying the filename in a parameter to the script.,5.0
CVE-2000-0064,2000-01-17T05:00:00.000,2008-09-10T19:02:41.993,cgiproc CGI script in Nortel Contivity HTTP server allows remote attackers to cause a denial of service via a malformed URL that includes shell metacharacters.,5.0
CVE-2000-0065,2000-01-17T05:00:00.000,2022-08-17T10:15:19.600,Buffer overflow in InetServ 3.0 allows remote attackers to execute commands via a long GET request.,10.0
CVE-2000-0072,2000-01-17T05:00:00.000,2016-10-18T02:06:21.290,"Visual Casel (Vcasel) does not properly prevent users from executing files, which allows local users to use a relative pathname to specify an alternate file which has an approved name and possibly gain privileges.",4.6
CVE-2000-0090,2000-01-17T05:00:00.000,2008-09-10T19:02:53.447,VMWare 1.1.2 allows local users to cause a denial of service via a symlink attack.,3.6
CVE-1999-0992,2000-01-18T05:00:00.000,2008-09-05T20:18:28.057,HP VirtualVault with the PHSS_17692 patch allows unprivileged processes to bypass access restrictions via the Trusted Gateway Proxy (TGP).,10.0
CVE-2000-0079,2000-01-18T05:00:00.000,2008-09-10T19:02:51.430,The W3C CERN httpd HTTP server allows remote attackers to determine the real pathnames of some commands via a request for a nonexistent URL.,7.5
CVE-2000-0086,2000-01-18T05:00:00.000,2008-09-10T19:02:53.133,"Netopia Timbuktu Pro sends user IDs and passwords in cleartext, which allows remote attackers to obtain them via sniffing.",5.0
CVE-2000-0099,2000-01-18T05:00:00.000,2016-10-18T02:06:26.387,Buffer overflow in UnixWare ppptalk command allows local users to gain privileges via a long prompt argument.,7.2
CVE-2000-0092,2000-01-19T05:00:00.000,2011-03-08T02:02:37.860,The BSD make program allows local users to modify files via a symlink attack when the -j option is being used.,6.2
CVE-1999-0595,2000-01-20T05:00:00.000,2022-08-17T06:15:18.897,"A Windows NT system does not clear the system page file during shutdown, which might allow sensitive information to be recorded.",2.1
CVE-2000-0088,2000-01-20T05:00:00.000,2018-10-12T21:29:26.857,"Buffer overflow in the conversion utilities for Japanese, Korean and Chinese Word 5 documents allows an attacker to execute commands, aka the ""Malformed Conversion Data"" vulnerability.",7.2
CVE-2000-0091,2000-01-21T05:00:00.000,2008-09-10T19:02:53.897,Buffer overflow in vchkpw/vpopmail POP authentication package allows remote attackers to gain root privileges via a long username or password.,10.0
CVE-2000-0093,2000-01-21T05:00:00.000,2022-08-17T10:15:20.920,"An installation of Red Hat uses DES password encryption with crypt() for the initial password, instead of md5.",10.0
CVE-2000-0115,2000-01-21T05:00:00.000,2022-08-17T06:15:23.513,IIS allows local users to cause a denial of service via invalid regular expressions in a Visual Basic script in an ASP page.,5.0
CVE-2000-0095,2000-01-24T05:00:00.000,2008-09-10T19:02:54.180,"The PMTU discovery procedure used by HP-UX 10.30 and 11.00 for determining the optimum MTU generates large amounts of traffic in response to small packets, allowing remote attackers to cause the system to be used as a packet amplifier.",5.0
CVE-2000-0096,2000-01-26T05:00:00.000,2008-09-10T19:02:54.243,Buffer overflow in qpopper 3.0 beta versions allows local users to gain privileges via a long LIST command.,7.2
CVE-2000-0097,2000-01-26T05:00:00.000,2018-10-12T21:29:27.373,"The WebHits ISAPI filter in Microsoft Index Server allows remote attackers to read arbitrary files, aka the ""Malformed Hit-Highlighting Argument"" vulnerability.",5.0
CVE-2000-0098,2000-01-26T05:00:00.000,2018-10-12T21:29:27.623,Microsoft Index Server allows remote attackers to determine the real path for a web directory via a request to an Internet Data Query file that does not exist.,5.0
CVE-2000-0126,2000-01-26T05:00:00.000,2022-08-17T10:15:22.940,Sample Internet Data Query (IDQ) scripts in IIS 3 and 4 allow remote attackers to read files via a .. (dot dot) attack.,5.0
CVE-2000-0113,2000-01-27T05:00:00.000,2016-10-18T02:06:28.963,"The SyGate Remote Management program does not properly restrict access to its administration service, which allows remote attackers to cause a denial of service, or access network traffic statistics.",7.5
CVE-2000-0130,2000-01-27T05:00:00.000,2016-10-18T02:06:32.793,Buffer overflow in SCO scohelp program allows remote attackers to execute commands.,7.2
CVE-2000-1216,2000-01-27T05:00:00.000,2020-12-09T15:59:47.250,Buffer overflow in portmir for AIX 4.3.0 allows local users to corrupt lock files and gain root privileges via the echo_error routine.,7.2
CVE-2000-0111,2000-01-29T05:00:00.000,2008-09-10T19:02:55.290,"The RightFax web client uses predictable session numbers, which allows remote attackers to hijack user sessions.",7.5
CVE-2000-0116,2000-01-29T05:00:00.000,2008-09-10T19:02:56.163,"Firewall-1 does not properly filter script tags, which allows remote attackers to bypass the ""Strip Script Tags"" restriction by including an extra < in front of the SCRIPT tag.",7.5
CVE-2000-0117,2000-01-30T05:00:00.000,2008-09-10T19:02:56.227,"The siteUserMod.cgi program in Cobalt RaQ2 servers allows any Site Administrator to modify passwords for other users, site administrators, and possibly admin (root).",7.2
CVE-2000-0109,2000-01-31T05:00:00.000,2022-08-17T10:15:22.220,The mcsp Client Site Processor system (MultiCSP) in Standard and Poor's ComStock is installed with several accounts that have no passwords or easily guessable default passwords.,10.0
CVE-2000-0132,2000-01-31T05:00:00.000,2008-09-10T19:03:05.290,Microsoft Java Virtual Machine allows remote attackers to read files via the getSystemResourceAsStream function.,2.6
CVE-2000-0101,2000-02-01T05:00:00.000,2022-08-17T10:15:21.097,The Make-a-Store OrderPage shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0102,2000-02-01T05:00:00.000,2022-08-17T10:15:21.287,The SalesCart shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0103,2000-02-01T05:00:00.000,2022-08-17T10:15:21.483,The SmartCart shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0104,2000-02-01T05:00:00.000,2022-08-17T10:15:21.650,The Shoptron shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0105,2000-02-01T05:00:00.000,2008-09-10T19:02:54.883,Outlook Express 5.01 and Internet Explorer 5.01 allow remote attackers to view a user's email messages via a script that accesses a variable that references subsequent email messages that are read by the client.,5.0
CVE-2000-0106,2000-02-01T05:00:00.000,2022-08-17T10:15:21.837,The EasyCart shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0107,2000-02-01T05:00:00.000,2008-09-10T19:02:55.007,Linux apcd program allows local attackers to modify arbitrary files via a symlink attack.,7.2
CVE-2000-0108,2000-02-01T05:00:00.000,2022-08-17T10:15:22.027,The Intellivend shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0110,2000-02-01T05:00:00.000,2022-08-17T10:15:22.387,The WebSiteTool shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0121,2000-02-01T05:00:00.000,2023-11-07T01:55:12.993,"The Recycle Bin utility in Windows NT and Windows 2000 allows local users to read or modify files by creating a subdirectory with the victim's SID in the recycler directory, aka the ""Recycle Bin Creation"" vulnerability.",3.6
CVE-2000-0123,2000-02-01T05:00:00.000,2022-08-17T10:15:22.777,The shopping cart application provided with Filemaker allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0131,2000-02-01T05:00:00.000,2016-10-18T02:06:33.950,Buffer overflow in War FTPd 1.6x allows users to cause a denial of service via long MKD and CWD commands.,5.0
CVE-2000-0133,2000-02-01T05:00:00.000,2008-09-10T19:03:05.413,"Buffer overflows in Tiny FTPd 0.52 beta3 FTP server allows users to execute commands via the STOR, RNTO, MKD, XMKD, RMD, XRMD, APPE, SIZE, and RNFR commands.",10.0
CVE-2000-0134,2000-02-01T05:00:00.000,2022-08-17T10:15:23.193,The Check It Out shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0135,2000-02-01T05:00:00.000,2022-08-17T10:15:23.387,The @Retail shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0136,2000-02-01T05:00:00.000,2022-08-17T10:15:23.567,The Cart32 shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0137,2000-02-01T05:00:00.000,2022-08-17T10:15:23.733,The CartIt shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,7.5
CVE-2000-0151,2000-02-01T05:00:00.000,2008-09-10T19:03:07.007,"GNU make follows symlinks when it reads a Makefile from stdin, which allows other local users to execute commands.",6.2
CVE-2000-0157,2000-02-01T05:00:00.000,2008-09-10T19:03:07.633,NetBSD ptrace call on VAX allows local users to gain privileges by modifying the PSL contents in the debugging process.,7.2
CVE-2000-1205,2000-02-01T05:00:00.000,2023-11-07T01:55:28.470,"Cross site scripting vulnerabilities in Apache 1.3.0 through 1.3.11 allow remote attackers to execute script as other web site visitors via (1) the printenv CGI (printenv.pl), which does not encode its output, (2) pages generated by the ap_send_error_response function such as a default 404, which does not add an explicit charset, or (3) various messages that are generated by certain Apache modules or core code.  NOTE: the printenv issue might still exist for web browsers that can render text/plain content types as HTML, such as Internet Explorer, but CVE regards this as a design limitation of those browsers, not Apache.  The printenv.pl/acuparam vector, discloser on 20070724, is one such variant.",4.3
